0 -5754.0 5754.0
1 -1086.0 1086.0
2 -1009.0 1009.0
3 -651.0 651.0
4 -741.0 741.0
5 -462.0 462.0
6 -638.0 638.0
7 -507.0 507.0
8 -464.0 464.0
9 -703.0 703.0
10 -1276.0 1276.0
11 -587.0 587.0
12 -474.0 474.0
13 -959.0 959.0
14 -630.0 630.0
15 -742.0 742.0
16 -913.0 913.0
17 -168.0 168.0
18 -415.0 415.0
19 -647.0 647.0
20 -554.0 554.0
21 -325.0 325.0
22 -408.0 408.0
23 -389.0 389.0
24 -427.0 427.0
25 -359.0 359.0
26 -203.0 203.0
27 -175.0 175.0
28 -401.0 401.0
29 -227.0 227.0
30 -443.0 443.0
31 -322.0 322.0
32 -159.0 159.0
33 -214.0 214.0
34 -345.0 345.0
35 -194.0 194.0
36 -234.0 234.0
37 -180.0 180.0
38 -345.0 345.0
39 -341.0 341.0
40 -118.0 118.0
41 -192.0 192.0
42 -191.0 191.0
43 -180.0 180.0
44 -233.0 233.0
45 -165.0 165.0
46 -170.0 170.0
47 -156.0 156.0
48 -154.0 154.0
49 -145.0 145.0
50 -230.0 230.0
51 -192.0 192.0
52 -114.0 114.0
53 -121.0 121.0
54 -193.0 193.0
55 -187.0 187.0
56 -166.0 166.0
57 -186.0 186.0
58 -181.0 181.0
59 -180.0 180.0
60 -182.0 182.0
61 -167.0 167.0
62 -146.0 146.0
63 -104.0 104.0
64 -143.0 143.0
65 -136.0 136.0
66 -133.0 133.0
67 -107.0 107.0
68 -110.0 110.0
69 -255.0 255.0
70 -267.0 267.0
71 -157.0 157.0
72 -195.0 195.0
73 -142.0 142.0
74 -141.0 141.0
75 -218.0 218.0
76 -149.0 149.0
77 -143.0 143.0
78 -194.0 194.0
79 -148.0 148.0
80 -144.0 144.0
81 -144.0 144.0
82 -136.0 136.0
83 -217.0 217.0
84 -144.0 144.0
85 -145.0 145.0
86 -146.0 146.0
87 -152.0 152.0
88 -154.0 154.0
89 -148.0 148.0
90 -154.0 154.0
91 -161.0 161.0
92 -152.0 152.0
93 -163.0 163.0
94 -159.0 159.0
95 -148.0 148.0
96 -153.0 153.0
97 -150.0 150.0
98 -148.0 148.0
99 -145.0 145.0
100 -146.0 146.0
101 -158.0 158.0
102 -153.0 153.0
103 -152.0 152.0
104 -154.0 154.0
105 -154.0 154.0
106 -153.0 153.0
107 -154.0 154.0
108 -151.0 151.0
109 -154.0 154.0
110 -153.0 153.0
111 -148.0 148.0
112 -152.0 152.0
113 -152.0 152.0
114 -141.0 141.0
115 -147.0 147.0
116 -149.0 149.0
117 -142.0 142.0
118 -138.0 138.0
119 -144.0 144.0
120 -147.0 147.0
121 -145.0 145.0
122 -146.0 146.0
123 -135.0 135.0
124 -144.0 144.0
125 -137.0 137.0
126 -144.0 144.0
127 -134.0 134.0
128 -134.0 134.0
129 -139.0 139.0
130 -267.0 267.0
131 -116.0 116.0
132 -180.0 180.0
133 -138.0 138.0
134 -148.0 148.0
135 -156.0 156.0
136 -148.0 148.0
137 -214.0 214.0
138 -148.0 148.0
139 -121.0 121.0
140 -162.0 162.0
141 -143.0 143.0
142 -176.0 176.0
143 -195.0 195.0
144 -111.0 111.0
145 -175.0 175.0
146 -174.0 174.0
147 -130.0 130.0
148 -177.0 177.0
149 -177.0 177.0
150 -106.0 106.0
151 -172.0 172.0
152 -167.0 167.0
153 -194.0 194.0
154 -153.0 153.0
155 -187.0 187.0
156 -183.0 183.0
157 -192.0 192.0
158 -175.0 175.0
159 -186.0 186.0
160 -184.0 184.0
161 -177.0 177.0
162 -90.0 90.0
163 -121.0 121.0
164 -153.0 153.0
165 -121.0 121.0
166 -163.0 163.0
167 -156.0 156.0
168 -160.0 160.0
169 -177.0 177.0
170 -165.0 165.0
171 -183.0 183.0
172 -186.0 186.0
173 -120.0 120.0
174 -180.0 180.0
175 -182.0 182.0
176 -178.0 178.0
177 -152.0 152.0
178 -154.0 154.0
179 -109.0 109.0
180 -143.0 143.0
181 -139.0 139.0
182 -89.0 89.0
183 -154.0 154.0
184 -145.0 145.0
185 -138.0 138.0
186 -146.0 146.0
187 -144.0 144.0
188 -158.0 158.0
189 -136.0 136.0
190 -144.0 144.0
191 -139.0 139.0
192 -133.0 133.0
193 -131.0 131.0
194 -135.0 135.0
195 -166.0 166.0
196 -167.0 167.0
197 -175.0 175.0
198 -135.0 135.0
199 -175.0 175.0
